"","psraid","sample","state","cregion","usr","intuse","pialql1","smart3","pial1a","pial1b","pial1c","pial1d","pial1e","pial1f","pial1g","pial1h","pial1i","pial1j","pial1k","pial2","pial3a","pial3b","pial3c","pial3d","pial3e","pial3f","pial3g","pial3h","pial3i","pial4","pial5","pial6a","pial6b","pial6c","pial7a","pial7b","pial7c","pial7d","pial7e","pial7f","pial7g","pial7h","pial7i","pial7j","pial7k","pial8a","pial8b","pial8c","pial8d","pial8e","pial8f","pial8g","pial8h","pial8i","pial8j","pial8k","act87","act112","pial9a","pial9b","pial9c","pial9d","pial9e","pial9f","pial9g","pial9h","pial9i","pial9j","pial10","pial11a","pial11b","pial11c","pial11d","pial11e","pial11f","pial11g","pial11h","pial12","pial13","ql1a","qc1","hh1","employ","par","sex","age","marital","educ2","hisp","race","inc","income","reg","party","partyln","ideo","tp","weight","standwt"
"846",202485,2,17,2,"U",1,1,2,2,1,8,8,2,2,8,2,2,2,8,2,2,3,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,NA,1,2,3,2,2,60,1,3,2,1,7,4,1,2,NA,4,2,4.06896551724138,1.21653377183808
"847",202490,2,6,4,"U",1,1,2,8,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,NA,2,4,3,2,1,18,6,3,1,6,99,2,3,2,NA,3,2,4.13793103448276,1.23715298830991
"848",202499,2,5,3,"S",1,1,2,1,1,1,1,3,2,2,1,2,3,1,2,1,3,3,3,1,3,1,3,1,2,2,2,2,2,2,2,2,8,8,2,2,3,8,3,2,1,1,2,8,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,8,1,NA,2,2,3,2,2,55,5,3,2,1,4,2,1,2,NA,4,3,4.03448275862069,1.20622416360216
"849",202503,2,31,2,"R",1,1,1,8,1,1,8,1,8,8,1,8,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,8,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,NA,1,2,3,1,2,29,2,4,2,1,4,2,3,3,9,3,4,3.44827586206897,1.03096082359159
"850",202508,2,25,1,"S",1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,5,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,NA,2,4,3,2,1,50,1,4,2,1,2,1,3,3,1,3,2,8,2.3918291107325
"852",202513,2,39,2,"S",1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,1,NA,2,2,1,1,1,33,1,6,2,1,5,2,1,3,2,3,2,3.82758620689655,1.14436651418667
"853",202521,2,24,3,"S",1,1,1,8,8,8,2,2,2,8,1,8,8,1,2,2,3,2,3,2,2,2,2,3,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,NA,1,3,2,2,1,20,6,5,2,3,7,4,1,1,NA,2,3,4,1.19591455536625
"854",202526,2,41,4,"U",1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,8,2,8,1,2,2,2,2,1,1,2,8,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,3,2,1,62,1,4,2,1,6,3,1,1,NA,1,3,1.44827586206897,0.433003545908469
"855",202529,2,42,1,"S",1,1,2,1,2,2,2,3,2,2,1,2,1,2,2,1,3,1,3,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,2,1,NA,2,2,3,1,1,33,1,6,2,1,6,3,1,2,NA,4,3,3.62068965517241,1.08250886477117
"856",202536,2,31,2,"R",1,1,2,8,8,2,2,2,8,8,1,8,1,8,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,8,2,2,2,2,2,2,1,2,2,1,2,8,8,8,2,8,2,2,8,8,NA,2,2,1,2,2,49,1,3,2,1,5,2,1,1,NA,2,3,4.82758620689655,1.44334515302823
"857",202544,2,29,2,"S",1,1,1,1,2,3,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,NA,2,1,1,2,2,53,3,8,2,1,99,3,1,3,1,2,3,3.93103448275862,1.17529533889442
"858",202548,2,22,3,"U",1,1,1,8,8,2,2,8,2,2,1,8,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,NA,2,2,1,1,1,33,1,5,2,1,6,3,1,3,9,2,1,5.75862068965517,1.72170457539796
"859",202564,2,29,2,"S",2,1,1,8,8,8,8,2,2,8,8,8,8,8,2,1,1,1,1,1,1,1,3,1,8,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,3,2,1,64,3,3,2,1,5,2,1,4,2,2,3,4.37931034482759,1.30932024596132
"860",202568,2,55,2,"S",1,1,1,8,1,2,1,1,1,1,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,1,1,29,1,4,2,1,6,3,1,3,9,1,1,3.41379310344828,1.02065121535568
"861",202574,2,6,4,"U",1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,3,3,3,3,3,3,3,3,3,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,NA,2,4,3,2,1,33,6,3,2,1,1,1,3,3,1,5,3,6.96551724137931,2.08254086365502
"862",202578,2,29,2,"S",1,1,1,8,8,3,8,1,1,8,1,1,8,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,8,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,NA,2,3,1,2,2,23,6,5,2,1,5,2,3,1,NA,3,3,5.48275862068966,1.63922770951063
"863",202590,2,36,1,"U",1,1,1,1,1,8,2,1,1,1,1,2,8,1,1,2,3,2,3,3,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,NA,2,1,1,2,2,28,6,6,2,3,6,3,1,2,NA,4,3,6.37931034482759,1.90727752364445
"866",202625,2,42,1,"U",1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,1,1,1,2,38,1,4,2,1,6,3,1,1,NA,2,2,4.24137931034483,1.26808181301766
"869",202665,2,12,3,"S",1,1,1,8,2,2,2,2,2,2,8,2,2,2,1,1,1,1,2,1,2,1,1,1,1,8,2,1,2,2,2,2,1,1,2,8,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,NA,1,2,1,1,1,48,1,3,2,2,2,1,3,9,9,3,3,3.48275862068966,1.04127043182751
"870",202669,2,1,3,"S",1,1,2,8,1,1,1,2,1,1,1,2,8,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,NA,2,6,3,1,2,50,1,4,2,1,4,2,1,1,NA,3,3,5.79310344827586,1.73201418363388
"871",202677,2,29,2,"R",2,1,1,8,8,8,8,3,8,8,8,8,2,8,2,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,3,2,2,2,2,2,2,2,8,3,2,2,8,2,2,2,8,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,3,2,1,72,1,3,2,1,2,1,1,3,1,2,1,2.13793103448276,0.639195710626788
"873",202682,2,33,1,"U",1,1,1,8,8,2,8,1,3,8,1,8,2,8,2,2,2,1,8,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,NA,2,2,1,1,1,29,6,3,2,1,4,2,9,3,9,9,4,5.75862068965517,1.72170457539796
"874",202691,2,19,2,"R",1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,2,2,1,1,NA,1,4,1,2,1,59,1,4,2,1,8,4,1,1,NA,2,2,1.72413793103448,0.515480411795797
"875",202693,2,36,1,"U",1,1,2,3,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,NA,1,1,3,1,2,60,2,1,1,6,1,1,1,2,NA,2,3,4.27586206896552,1.27839142125358
"876",202700,2,29,2,"S",1,1,1,8,8,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,2,1,99,9,9,9,1,99,9,1,9,9,2,3,1.86206896551724,0.556718844739461
"878",202709,2,42,1,"S",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,1,2,2,8,1,8,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,46,3,3,2,2,4,2,1,2,NA,2,3,6.27586206896552,1.8763486989367
"879",202716,2,12,3,"U",1,1,1,8,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,NA,2,2,1,1,1,40,1,6,2,2,7,4,1,3,2,4,3,4.79310344827586,1.43303554479232
"880",202721,2,26,2,"S",1,1,1,1,8,1,1,1,2,2,1,2,1,1,2,3,3,2,2,3,3,2,3,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,1,1,NA,1,4,1,2,1,22,6,6,2,1,1,1,1,3,1,2,3,1.82758620689655,0.546409236503545
"881",202728,2,39,2,"S",1,1,1,1,1,2,2,2,2,8,1,1,2,1,1,1,3,1,1,3,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,NA,1,3,2,2,1,19,6,3,2,3,1,1,3,9,9,4,3,3.10344827586207,0.927864741232435
"882",202733,2,36,1,"S",1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,2,1,42,1,8,2,1,9,4,1,1,NA,3,1,3.48275862068966,1.04127043182751
"883",202763,2,24,3,"S",1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,3,3,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,1,3,2,2,1,59,1,3,2,1,5,2,1,1,NA,2,1,3.89655172413793,1.1649857306585
"884",202769,2,13,3,"U",1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,8,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,NA,2,2,3,1,2,25,2,4,2,1,1,1,3,9,1,3,4,6.48275862068966,1.9382063483522
"886",202780,2,20,2,"S",1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,1,1,2,1,NA,1,2,3,1,1,31,1,3,2,1,3,1,3,1,NA,2,3,2.62068965517241,0.783530225929612
"887",202806,2,16,4,"R",1,1,1,1,2,2,2,1,1,1,1,1,8,1,2,4,4,4,4,4,4,4,3,3,2,2,1,1,2,2,2,2,2,1,1,8,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,NA,2,2,2,2,1,24,1,4,2,1,1,1,1,1,NA,2,3,2.82758620689655,0.845387875345107
"889",202819,2,6,4,"U",1,1,1,8,8,3,8,2,2,1,2,1,2,1,2,1,3,1,1,4,1,1,1,4,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,1,2,2,2,1,NA,2,3,1,2,2,28,6,6,1,1,4,2,1,2,NA,5,3,8,2.3918291107325
"890",202834,2,18,2,"R",1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,3,2,2,2,3,2,3,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,NA,2,1,3,2,1,52,3,6,2,4,99,9,1,3,9,3,1,3.89655172413793,1.1649857306585
"891",202836,2,6,4,"U",1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,3,1,3,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,NA,1,2,3,1,2,40,1,6,2,1,9,4,3,2,NA,4,2,5.27586206896552,1.57737006009514
"892",202848,2,4,4,"U",1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,NA,2,1,1,2,2,33,6,8,2,1,4,2,1,2,NA,4,2,3.6551724137931,1.09281847300709
"893",202880,2,53,4,"S",1,1,1,1,2,2,1,8,3,8,2,2,2,2,1,1,3,1,2,2,3,1,1,3,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,1,3,2,1,36,6,3,2,1,1,1,3,3,9,2,3,2.93103448275862,0.876316700052855
"894",202890,2,36,1,"U",1,1,1,1,8,8,1,8,2,1,1,1,1,1,2,1,2,1,3,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,NA,1,4,1,2,1,59,1,6,2,1,6,3,1,2,NA,4,2,2.3448275862069,0.701053360042284
"895",202891,2,42,1,"S",1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,3,2,2,65,1,6,2,1,8,4,1,1,NA,1,3,2.03448275862069,0.60826688591904
"896",202892,2,18,2,"S",1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,8,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,NA,1,1,1,2,2,57,6,8,2,4,7,4,1,2,NA,4,2,1,0.298978638841562
"897",202895,2,36,1,"U",1,1,1,8,1,8,8,1,2,1,1,8,8,8,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,8,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,NA,1,1,1,1,2,39,3,8,2,4,99,9,1,9,9,9,2,3.79310344827586,1.13405690595075
"898",202900,2,13,3,"S",1,1,1,8,1,1,8,1,2,8,1,1,8,1,1,2,1,1,1,2,2,1,1,1,8,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,3,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1,NA,1,6,2,2,2,24,6,3,2,1,2,1,2,1,NA,2,3,5.93103448275862,1.77325261657754
"899",202902,2,36,1,"S",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,2,3,3,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,NA,1,2,2,1,1,54,1,6,2,1,9,4,1,3,1,1,1,3.51724137931035,1.05158004006343
"902",202913,2,10,3,"S",1,1,1,1,1,1,8,1,8,2,8,2,2,1,2,3,2,3,2,3,2,3,3,3,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,1,1,48,1,4,2,1,7,4,1,1,NA,2,3,5.44827586206897,1.62891810127472
"903",202918,2,12,3,"S",1,1,2,2,2,2,2,2,2,1,1,1,1,1,8,3,3,1,3,3,3,2,1,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,NA,2,2,1,1,1,36,1,6,2,1,4,2,1,2,NA,3,3,5.31034482758621,1.58767966833105
"904",202919,2,25,1,"S",1,1,1,1,9,2,1,1,1,1,1,2,9,1,1,1,2,1,3,2,1,1,2,3,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,NA,2,3,1,2,1,31,6,3,2,1,8,4,3,1,NA,2,1,6.75862068965517,2.02068321423952
"905",202923,2,25,1,"U",1,1,1,1,2,2,1,1,8,1,1,8,1,8,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,NA,1,2,1,2,2,61,1,3,2,1,7,4,1,1,NA,3,1,4.03448275862069,1.20622416360216
"906",202927,2,12,3,"S",1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,1,2,3,2,2,71,1,6,2,1,4,2,1,3,2,3,2,1.13793103448276,0.340217071785226
"907",202943,2,44,1,"S",1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,3,1,3,3,1,3,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,1,1,1,44,1,6,2,1,7,4,1,1,NA,3,3,3.48275862068966,1.04127043182751
"908",202946,2,1,3,"U",1,1,8,8,2,2,8,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,NA,1,2,3,2,2,52,1,3,2,1,5,2,1,4,9,2,3,3.86206896551724,1.15467612242259
"909",202968,2,36,1,"S",1,1,1,8,8,2,2,2,2,2,1,1,2,1,2,4,2,4,4,2,1,4,1,4,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,NA,2,2,1,1,2,33,1,3,1,1,4,2,3,2,NA,3,3,8,2.3918291107325
"910",202972,2,42,1,"U",1,1,2,8,8,3,8,8,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,8,1,NA,2,2,1,2,1,50,1,5,2,1,6,3,1,1,NA,2,1,8,2.3918291107325
"911",202974,2,12,3,"U",1,1,1,8,8,8,8,8,8,8,8,8,8,8,1,3,1,1,3,1,2,1,1,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,1,2,NA,2,1,1,2,2,99,3,8,2,2,99,9,1,2,NA,3,3,2.75862068965517,0.824768658873275
"912",203014,2,48,3,"S",1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,2,1,1,1,2,1,2,2,1,1,NA,2,1,1,1,1,26,6,3,2,2,5,2,1,1,NA,3,3,6.79310344827586,2.03099282247544
"914",203022,2,34,1,"S",1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,3,3,3,3,3,3,1,2,3,1,2,2,2,2,2,2,2,1,1,2,8,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,8,1,NA,1,5,2,2,1,19,6,3,2,1,9,4,1,3,1,4,3,3.24137931034483,0.969103174176098
"915",203038,2,6,4,"S",1,1,1,1,8,3,8,1,1,1,2,2,2,2,2,3,1,3,3,3,1,3,3,3,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,1,1,43,2,5,2,1,8,4,1,3,1,2,3,7.3448275862069,2.1959465542501
"916",203039,2,4,4,"U",1,1,2,1,8,2,2,3,2,2,2,2,2,8,1,2,1,3,3,3,3,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,3,2,2,74,1,3,2,1,99,2,1,1,NA,2,3,2.48275862068966,0.742291792985948
"917",203081,2,6,4,"R",1,1,2,8,1,3,1,3,3,2,2,2,2,2,2,1,3,1,3,4,4,1,4,4,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,2,2,2,8,NA,2,2,2,2,2,60,1,3,2,4,5,2,3,4,9,9,3,3.96551724137931,1.18560494713033
"918",203090,2,55,2,"R",1,1,1,8,8,8,8,1,2,1,1,8,8,2,2,3,1,3,3,3,2,3,3,3,2,2,1,1,2,2,2,2,2,1,2,2,1,8,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,NA,2,2,1,1,2,34,1,6,2,1,6,3,1,3,9,4,3,3.20689655172414,0.958793565940182
"919",203094,2,48,3,"U",1,1,1,1,8,1,1,3,8,8,1,8,8,1,1,2,2,8,2,1,2,2,2,5,1,2,1,1,2,2,2,2,8,8,8,8,1,2,8,2,2,8,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,8,2,NA,1,4,3,2,2,50,2,3,2,1,1,1,3,3,9,3,3,6.55172413793104,1.95882556482403
