psraid,sample,state,cregion,usr,intuse,pialql1,smart3,pial1a,pial1b,pial1c,pial1d,pial1e,pial1f,pial1g,pial1h,pial1i,pial1j,pial1k,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial3h,pial3i,pial4,pial5,pial6a,pial6b,pial6c,pial7a,pial7b,pial7c,pial7d,pial7e,pial7f,pial7g,pial7h,pial7i,pial7j,pial7k,pial8a,pial8b,pial8c,pial8d,pial8e,pial8f,pial8g,pial8h,pial8i,pial8j,pial8k,act87,act112,pial9a,pial9b,pial9c,pial9d,pial9e,pial9f,pial9g,pial9h,pial9i,pial9j,pial10,pial11a,pial11b,pial11c,pial11d,pial11e,pial11f,pial11g,pial11h,pial12,pial13,ql1,ql1a,qc1,hh1,employ,par,sex,age,marital,educ2,hisp,race,inc,income,reg,party,partyln,ideo,tp,weight,standwt
101991,1,53,4,S,1,1,1,8,1,1,2,8,2,2,1,1,2,8,1,1,8,1,1,1,1,1,1,1,8,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,8,2,2,2,2,2,2,2,2,2,1,1, , ,1,1,2,1,53,3,5,2,1,7,4,1,9,9,8,2,2.3448275862069,.701053360042284
101999,1,6,4,S,1,1,2,8,1,2,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1, , ,2,3,1,2,41,1,4,2,3,1,1,1,1, ,4,3,8,2.3918291107325
102003,1,32,4,U,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,3,1,3,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1, , ,2,3,2,1,67,2,4,2,1,6,3,1,3,9,3,3,1.82758620689655,.546409236503545
102006,1,6,4,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,2,3,2,1,76,1,6,2,1,5,2,1,3,2,3,2,1.17241379310345,.350526680021142
102007,1,6,4,U,1,1,1,8,2,1,2,1,1,2,1,1,8,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,1,1,1,33,1,3,1,1,6,3,1,1, ,1,1,4.51724137931035,1.35055867890499
102009,1,53,4,S,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,3,1,3,2,2,1,1,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,8,1,1, , ,2,1,1,2,37,1,4,2,1,6,3,1,3,9,3,3,5.37931034482759,1.60829888480289
102013,1,41,4,U,1,1,1,2,1,8,2,1,2,2,2,2,2,1,2,2,3,2,3,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1, , ,2,1,2,2,63,1,8,2,1,6,3,1,2, ,4,2,1.82758620689655,.546409236503545
102029,1,6,4,S,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1, , ,1,1,2,2,66,3,8,2,1,6,3,1,3,1,2,2,1,.298978638841562
102035,1,16,4,S,1,1,1,8,2,2,2,1,2,8,2,2,2,2,2,3,3,3,3,2,3,2,2,3,1,2,1,2,1,2,2,2,1,2,8,2,3,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,8,2,1, , ,3,2,2,2,69,1,5,2,1,7,4,1,3,1,3,1,1.86206896551724,.556718844739461
102038,1,6,4,S,1,1,2,8,1,1,2,1,8,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,1,2,2,50,1,4,1,1,8,4,1,1, ,2,3,4.75862068965517,1.4227259365564
102039,1,41,4,S,1,1,2,8,1,1,2,2,2,1,2,2,2,8,2,1,3,1,2,3,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,2,1,64,1,8,2,1,8,4,1,1, ,1,1,1.03448275862069,.309288247077478
102041,1,6,4,U,1,1,1,1,1,8,1,3,1,2,1,2,3,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1, , ,2,3,1,2,26,6,4,1,2,3,1,1,2, ,2,1,5.31034482758621,1.58767966833105
102055,1,6,4,U,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,4,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1, , ,2,1,2,1,57,1,8,2,1,9,4,1,4,1,3,1,1.3448275862069,.402074721200722
102070,1,26,2,S,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,8,1, , ,2,3,2,2,86,5,2,2,1,99,9,1,1, ,2,8,2.86206896551724,.855697483581023
102075,1,21,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,2,2, ,1,3,2,2,74,5,3,2,1,2,1,1,1, ,1,3,2.31034482758621,.690743751806368
102078,1,26,2,R,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1, , ,3,3,1,2,43,1,6,2,1,8,4,1,3,2,3,2,3.75862068965517,1.12374729771484
102088,1,11,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,2,1, ,2,3,2,2,61,3,2,2,2,3,1,1,3,1,2,3,6.75862068965517,2.02068321423952
102091,1,12,3,S,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,2,1, , ,1,3,2,2,65,3,5,2,2,3,1,1,3,9,3,3,1,.298978638841562
102098,1,54,3,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,1, , ,2,3,2,2,79,1,3,2,1,99,9,1,2, ,3,2,2.31034482758621,.690743751806368
102101,1,36,1,R,1,1,2,8,2,2,2,3,2,2,1,2,1,1,1,2,2,3,2,1,3,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,4,3,2,2,55,1,6,2,1,6,3,2,1, ,3,3,1.82758620689655,.546409236503545
102102,1,23,1,S,1,1,1,2,2,2,2,2,8,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,54,1,4,2,1,9,4,1,1, ,2,1,3.41379310344828,1.02065121535568
102108,1,39,2,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,2,1,2,1,63,1,6,2,1,7,4,1,1, ,2,3,1.13793103448276,.340217071785226
102110,1,34,1,S,1,1,2,8,2,1,2,2,1,1,2,2,8,1,1,2,3,2,3,2,2,1,1,5,8,2,1,2,2,2,2,2,8,8,2,2,1,2,2,2,2,2,2,8,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,8,8,2,2,2,2,2,2,2,8,1, , ,1,2,2,2,83,3,8,2,1,6,3,1,2, ,4,2,1.10344827586207,.32990746354931
102112,1,42,1,S,1,1,2,8,8,8,2,3,3,2,2,2,3,2,2,2,1,1,2,1,2,1,1,5,8,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,8,1,2,8,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,8,8,1, , ,2,3,2,2,77,1,3,2,1,3,1,3,3,9,3,3,2.31034482758621,.690743751806368
102115,1,36,1,U,1,1,1,1,2,2,2,1,2,2,1,2,1,8,1,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,54,1,7,2,1,8,4,1,3,2,3,3,2.20689655172414,.65981492709862
102118,1,54,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,2,2, ,1,1,2,2,53,3,3,2,1,3,1,1,2, ,2,3,2.96551724137931,.886626308288771
102121,1,36,1,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,5,1,2,1,2,2,2,2,2,8,8,2,8,3,2,2,2,2,8,2,8,8,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,2,2,64,1,3,2,1,99,9,2,9,9,3,3,4.51724137931035,1.35055867890499
102124,1,39,2,U,1,1,1,8,8,8,8,2,2,2,2,2,2,2,2,3,1,1,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,1, , ,3,1,2,2,53,3,4,2,1,7,4,3,2, ,3,3,4.93103448275862,1.47427397773598
102141,1,42,1,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,1,3,2,2,72,5,3,2,1,9,4,1,1, ,2,1,1.68965517241379,.505170803559881
102142,1,34,1,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,8,1, , ,2,3,2,2,88,1,3,2,1,99,1,1,1, ,1,1,3.17241379310345,.948483957704267
102143,1,51,3,S,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,3,2,2,3,2,3,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,2,23,6,6,2,3,4,2,1,2, ,4,2,3.44827586206897,1.03096082359159
102150,1,18,2,U,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,3,2,2,2,59,1,6,2,1,9,4,1,3,9,2,3,2.48275862068966,.742291792985948
102155,1,36,1,U,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,3,2,3,3,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,9,2,1,9,2,2,2,2,2,2,2,1, , ,1,3,2,2,64,6,8,1,1,3,1,1,3,2,4,2,2.10344827586207,.628886102390872
102158,1,42,1,S,1,1,1,1,1,1,2,1,1,2,1,8,1,1,1,3,1,3,3,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1, , ,4,1,1,2,37,1,5,2,1,8,4,1,2, ,5,2,8,2.3918291107325
102159,1,37,3,U,1,1,2,1,1,1,2,3,2,2,2,2,2,2,1,3,2,3,3,1,3,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,8,2,1, , ,1,3,2,2,93,5,3,2,1,2,1,1,1, ,1,1,1.96551724137931,.587647669447209
102164,1,54,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,2,2,2, ,1,3,2,2,74,5,3,2,1,2,1,1,2, ,2,3,2,.597957277683125
102165,1,12,3,S,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,4,2,2,2,2,2,1,2,2,2,1,1, , ,4,1,1,1,47,1,6,2,3,8,4,3,3,2,3,2,4.10344827586207,1.226843380074
102174,1,36,1,U,1,1,1,8,8,2,1,2,2,1,1,1,1,1,2,2,1,1,3,3,3,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1, , ,3,2,2,2,18,6,3,2,2,2,1,1,2, ,3,2,7.13793103448276,2.1340889048346
102176,1,36,1,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , ,8,2,1, , ,2,1,2,2,58,5,5,2,1,6,3,1,3,9,1,3,1.62068965517241,.484551587088049
102178,1,42,1,S,1,1,1,2,2,1,2,8,2,2,1,2,2,1,2,2,1,1,3,2,1,1,1,5,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1, , ,2,1,1,2,42,1,6,2,1,9,4,1,1, ,3,2,4.3448275862069,1.29901063772541
102180,1,45,3,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,2,1, , ,2,3,2,1,65,1,2,2,1,3,1,1,2, ,3,2,2.3448275862069,.701053360042284
102182,1,26,2,S,1,1,1,2,8,8,2,2,8,1,2,2,2,8,2,3,3,3,3,3,3,1,3,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,1,1,2,2,1,1, , ,4,3,2,1,21,6,2,2,1,3,1,1,3,1,2,3,2.17241379310345,.649505318862704
102183,1,25,1,U,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,9,1,1, , ,2,3,2,2,54,3,3,1,2,1,1,1,2, ,5,3,8,2.3918291107325
102184,1,12,3,S,1,1,2,8,8,8,2,2,2,2,2,2,2,2,1,1,2,5,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,2,1,80,1,7,2,1,6,3,1,3,1,2,1,1.62068965517241,.484551587088049
102187,1,42,1,S,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2, , , , , , , , , , ,1,2,1,1,2,2,2,2,2,8,1,1, , ,1,3,2,2,76,4,8,2,1,5,2,1,3,9,2,1,1,.298978638841562
102191,1,48,3,R,1,2, ,8,1,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,3,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1, ,3,2,2,1,30,6,3,2,1,8,4,1,3,9,3,3,7.17241379310345,2.14439851307052
102194,1,12,3,S,1,1,2,1,2,2,2,2,2,8,1,2,2,1,2,3,3,3,3,3,3,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,2,2,74,1,5,2,1,6,3,1,3,2,5,3,1.41379310344828,.422693937672554
102208,1,6,4,U,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,8,1, , ,2,3,2,1,82,1,5,2,1,7,4,1,9,2,3,2,2.75862068965517,.824768658873275
102212,1,34,1,S,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,3,1,1,3,1,4,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,2,2,72,1,4,2,1,7,4,1,3,9,3,3,1.93103448275862,.577338061211293
102222,1,26,2,U,1,1,1,1,2,2,2,1,8,1,1,1,1,2,2,3,3,1,3,3,3,1,1,3,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,3,1,1,2,2,2,2,2,2,1,2,1, , ,2,1,1,1,48,1,8,2,1,9,4,1,2, ,4,2,2.41379310344828,.721672576514116
102224,1,12,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,8,2,1, ,6,3,1,2,87,5,1,9,1,1,1,1,2, ,5,3,5.75862068965517,1.72170457539796
102226,1,4,4,S,1,1,2,1,8,8,2,2,2,2,1,2,2,2,1,3,3,8,8,3,8,3,5,8,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1, , ,2,3,2,2,55,1,4,2,1,4,2,1,3,2,4,2,1.93103448275862,.577338061211293
102227,1,35,4,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,2,2, ,1,3,2,1,66,6,1,1,1,1,1,1,2, ,2,2,2.82758620689655,.845387875345107
102237,1,19,2,S,1,1,2,8,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,3,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,62,1,3,2,1,4,2,1,2, ,2,3,2.41379310344828,.721672576514116
102240,1,56,4,U,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,5,1,1,1,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2, , , , , , , , , , ,8,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,1,62,1,6,2,1,9,4,1,1, ,2,1,1.03448275862069,.309288247077478
102242,1,48,3,R,1,1,1,8,1,1,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,3,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,71,1,6,2,1,5,2,1,3,1,2,1,1.24137931034483,.371145896492974
102245,1,51,3,S,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,1,3,2,2,65,9,8,2,1,99,9,1,3,9,3,9,1.10344827586207,.32990746354931
102250,1,25,1,S,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,3,3,1,3,3,3,1,1,5,2,2,3,3,2,1,2,2,2,1,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1, , ,3,2,2,2,55,1,6,2,1,6,3,1,2, ,3,3,2.48275862068966,.742291792985948
102251,1,17,2,R,1,1,2,8,1,1,2,2,2,2,8,8,2,2,2,4,4,3,3,2,2,3,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,1, , ,3,2,2,2,50,1,3,2,1,7,4,1,1, ,1,3,3.89655172413793,1.1649857306585
102260,1,39,2,S,1,1,1,1,8,8,2,1,2,8,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,2,2,62,6,8,2,1,7,4,1,3,2,3,2,1,.298978638841562
102281,1,53,4,S,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,1,3,2,2,86,5,3,2,1,99,9,1,1, ,2,1,1.20689655172414,.360836288257058
102287,1,6,4,U,1,1,2,1,1,1,1,3,8,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1, , ,3,2,2,1,63,1,6,2,1,7,4,1,2, ,3,2,2.17241379310345,.649505318862704
102289,1,5,3,U,1,1,1,1,1,1,8,1,2,1,1,2,1,1,2,3,1,2,3,3,3,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1, , ,2,1,2,2,48,1,6,2,1,7,4,1,1, ,2,2,2.44827586206897,.731982184750032
102300,1,36,1,U,1,1,2,8,1,2,1,2,8,2,1,8,1,1,1,1,3,1,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2, , , , , , , , , , ,1,2,1,2,2,2,2,2,2,2,1,1, , ,1,2,2,2,61,6,8,2,4,2,1,1,2, ,4,2,1.48275862068966,.443313154144385
102312,1,40,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,9,9,2,1, ,2,3,2,2,78,1,3,2,1,2,1,1,3,1,2,1,4.44827586206897,1.32993946243316
102313,1,6,4,U,1,1,8,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,3,1,1,1,5,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,8,2,2,2,2,2,2,2,2,8,1,1, , ,3,2,2,2,47,1,5,2,1,4,2,1,1, ,8,3,3.89655172413793,1.1649857306585
102322,1,6,4,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,8,2,2, ,1,3,2,2,81,5,4,2,1,2,1,1,2, ,3,3,1.13793103448276,.340217071785226
102332,1,27,2,U,1,1,2,8,1,8,2,2,2,2,8,8,3,8,2,3,3,3,3,3,3,1,3,3,2,2,1,3,3,3,3,2,3,8,3,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,1,56,3,3,2,1,1,1,3,4,9,9,3,2,.597957277683125
102333,1,6,4,S,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,4,9,4,3,4,4,4,4,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1, , ,3,1,1,2,22,6,4,9,1,1,1,3,3,1,2,3,4.03448275862069,1.20622416360216
102342,1,53,4,U,1,1,2,1,2,2,2,3,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,2,64,3,7,2,1,1,1,1,2, ,2,3,1,.298978638841562
102343,1,48,3,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,8,2,2,1,5,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,1,1, , ,2,3,2,2,67,1,4,2,1,4,2,2,1, ,2,2,1.89655172413793,.567028452975377
